customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00610,Male,0,No,Yes,58,No,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Credit card,77.07,4470.06,No
CUST00611,Female,0,Yes,No,35,No,No,No,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Mailed check,102.1,3573.5,No
CUST00612,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Two year,No,Bank transfer,112.28,5614.0,No
CUST00613,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,71.9,2876.0,No
CUST00614,Female,0,No,No,12,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,94.04,1128.48,No
CUST00615,Male,0,No,No,16,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,No,One year,Yes,Credit card,86.24,1379.84,No
CUST00616,Male,1,No,No,48,No,Yes,No,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,87.14,4182.72,Yes
CUST00617,Female,0,Yes,Yes,1,Yes,Yes,No,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,71.71,71.71,No
CUST00618,Male,0,No,Yes,65,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,82.32,5350.8,Yes
CUST00619,Male,0,No,Yes,22,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,75.44,1659.68,No
CUST00620,Female,0,Yes,No,15,Yes,No,No,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,83.77,1256.55,No
CUST00621,Female,0,Yes,Yes,67,Yes,No phone service,No,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card,70.52,4724.84,Yes
CUST00622,Male,0,No,Yes,14,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,42.25,591.5,Yes
CUST00623,Female,1,Yes,Yes,19,No,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,89.36,1697.84,No
CUST00624,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,58.4,2336.0,No
CUST00625,Female,0,Yes,No,4,No,No phone service,No,No internet service,No,No internet service,No internet service,No,No,One year,No,Electronic check,32.77,131.08,No
CUST00626,Male,0,No,No,33,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,105.13,3469.29,No
CUST00627,Female,1,Yes,No,43,No,No phone service,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.13,1639.59,No
CUST00628,Male,0,No,No,37,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,74.07,2740.59,Yes
CUST00629,Male,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,92.11,6079.26,No
CUST00630,Male,0,Yes,Yes,27,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.77,2288.79,Yes
CUST00631,Female,0,No,No,45,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Two year,No,Electronic check,36.09,1624.05,Yes
CUST00632,Male,0,Yes,No,50,Yes,Yes,No,No,No internet service,Yes,No,Yes,No internet service,Two year,No,Electronic check,39.41,1970.5,No
CUST00633,Male,0,Yes,Yes,63,No,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card,34.88,2197.44,No
CUST00634,Female,0,Yes,No,6,No,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,No,Credit card,27.25,163.5,Yes
CUST00635,Female,0,Yes,No,67,No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,48.33,3238.11,Yes
CUST00636,Male,0,No,No,67,No,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer,72.41,4851.47,Yes
CUST00637,Male,0,No,No,59,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Two year,No,Mailed check,37.3,2200.7,No
CUST00638,Female,0,No,No,13,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card,117.09,1522.17,No
CUST00639,Female,0,No,Yes,21,Yes,No,No,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card,89.88,1887.48,No
CUST00640,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,Yes,Mailed check,78.34,5013.76,Yes
CUST00641,Female,0,No,No,37,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,88.14,3261.18,No
CUST00642,Female,0,No,No,48,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Two year,No,Mailed check,63.6,3052.8,No
CUST00643,Male,1,Yes,Yes,56,No,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer,66.99,3751.44,No
CUST00644,Female,1,No,No,44,Yes,Yes,No,No internet service,No,No,Yes,Yes,Yes,Two year,No,Electronic check,108.87,4790.28,Yes
CUST00645,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,No,Bank transfer,92.19,1198.47,Yes
CUST00646,Male,0,No,No,4,No,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,78.82,315.28,Yes
CUST00647,Male,0,Yes,Yes,33,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,115.02,3795.66,No
CUST00648,Female,0,No,Yes,37,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card,86.26,3191.62,No
CUST00649,Male,0,No,No,53,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,59.87,3173.11,Yes
CUST00650,Male,0,No,No,24,No,No phone service,DSL,No,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,24.75,594.0,Yes
CUST00651,Female,0,Yes,Yes,51,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,59.07,3012.57,No
CUST00652,Male,0,No,No,41,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,112.48,4611.68,Yes
CUST00653,Male,0,Yes,Yes,29,No,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,No,Credit card,24.46,709.34,No
CUST00654,Female,0,Yes,No,59,No,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Two year,No,Bank transfer,38.46,2269.14,No
CUST00655,Male,0,Yes,No,40,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Mailed check,100.87,4034.8,Yes
CUST00656,Male,0,Yes,No,51,Yes,No,No,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,56.5,2881.5,No
CUST00657,Male,1,No,Yes,50,No,No,No,No,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,38.59,1929.5,No
CUST00658,Female,1,Yes,Yes,36,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,101.57,3656.52,No
CUST00659,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,75.84,4550.4,No
CUST00660,Female,0,No,Yes,18,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Mailed check,74.85,1347.3,No
CUST00661,Male,0,Yes,No,20,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,49.38,987.6,No
CUST00662,Male,0,Yes,Yes,5,No,No phone service,DSL,No,No,No internet service,No internet service,No,No,One year,No,Mailed check,87.51,437.55,Yes
CUST00663,Female,0,Yes,No,18,No,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,No,Credit card,106.18,1911.24,Yes
CUST00664,Male,0,Yes,Yes,40,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card,95.02,3800.8,No
CUST00665,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,81.24,81.24,Yes
CUST00666,Female,0,Yes,Yes,19,No,No,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Two year,No,Electronic check,55.05,1045.95,No
CUST00667,Female,0,No,Yes,26,No,No,No,No internet service,No internet service,No,Yes,No,No,One year,Yes,Bank transfer,105.48,2742.48,No
CUST00668,Male,0,No,Yes,29,No,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,76.61,2221.69,No
CUST00669,Male,0,No,Yes,59,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,108.96,6428.64,No
CUST00670,Male,0,No,No,63,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,No,Mailed check,45.42,2861.46,No
CUST00671,Female,1,Yes,No,62,No,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,85.43,5296.66,No
CUST00672,Female,0,Yes,Yes,48,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer,113.52,5448.96,No
CUST00673,Female,0,Yes,No,62,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card,57.41,3559.42,No
CUST00674,Female,1,No,Yes,18,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Mailed check,115.13,2072.34,Yes
CUST00675,Male,1,No,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer,59.25,3910.5,No
CUST00676,Female,0,Yes,No,27,No,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer,63.77,1721.79,No
CUST00677,Female,1,Yes,No,6,Yes,No,DSL,No internet service,No,No,No internet service,No,No,One year,No,Electronic check,100.64,603.84,No
CUST00678,Female,0,No,No,70,No,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.08,3225.6,No
CUST00679,Female,0,No,Yes,59,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,90.59,5344.81,No
CUST00680,Female,0,No,No,6,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,49.84,299.04,Yes
CUST00681,Male,0,No,No,31,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,79.38,2460.78,No
CUST00682,Male,0,Yes,No,56,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Bank transfer,97.6,5465.6,No
CUST00683,Female,0,No,Yes,54,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,22.61,1220.94,No
CUST00684,Male,0,No,No,41,No,No phone service,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,28.85,1182.85,Yes
CUST00685,Female,0,Yes,Yes,18,No,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,113.44,2041.92,Yes
CUST00686,Female,0,Yes,Yes,23,No,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,No,Bank transfer,101.58,2336.34,No
CUST00687,Male,0,Yes,No,36,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,107.7,3877.2,No
CUST00688,Male,0,No,Yes,25,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Yes,One year,No,Credit card,63.89,1597.25,No
CUST00689,Female,0,No,No,7,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card,91.64,641.48,No
CUST00690,Female,0,No,No,20,No,No phone service,No,No,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,119.83,2396.6,No
CUST00691,Female,1,No,No,5,Yes,No,No,No,No,No internet service,No,Yes,No,Two year,Yes,Credit card,63.25,316.25,No
CUST00692,Male,0,Yes,No,18,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer,104.68,1884.24,No
CUST00693,Female,0,Yes,No,33,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.93,921.69,Yes
CUST00694,Female,0,No,No,35,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,74.39,2603.65,No
CUST00695,Female,0,No,No,65,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,53.32,3465.8,No
CUST00696,Male,0,No,Yes,63,No,Yes,No,No internet service,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,72.31,4555.53,Yes
CUST00697,Female,0,Yes,Yes,72,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,31.41,2261.52,Yes
CUST00698,Female,0,No,No,71,No,Yes,DSL,No,No,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,56.77,4030.67,Yes
CUST00699,Male,0,Yes,No,41,Yes,Yes,No,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,27.65,1133.65,Yes
CUST00700,Female,1,No,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card,65.31,3265.5,No
CUST00701,Female,0,Yes,No,30,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer,64.18,1925.4,No
CUST00702,Male,0,Yes,Yes,38,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,One year,No,Electronic check,52.97,2012.86,No
CUST00703,Female,1,No,Yes,35,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Mailed check,114.83,4019.05,No
CUST00704,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,One year,Yes,Electronic check,28.29,1867.14,Yes
CUST00705,Male,0,Yes,No,46,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card,102.49,4714.54,No
CUST00706,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,55.49,443.92,Yes
CUST00707,Female,0,Yes,Yes,68,No,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer,39.93,2715.24,No
CUST00708,Female,0,No,No,37,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,No,Credit card,47.26,1748.62,Yes
CUST00709,Female,0,Yes,No,13,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer,110.19,1432.47,No
CUST00710,Male,0,Yes,Yes,45,No,No phone service,No,Yes,No internet service,No,No,Yes,No,Two year,No,Credit card,102.49,4612.05,No
CUST00711,Female,0,Yes,Yes,29,No,No phone service,No,Yes,Yes,No,No internet service,No,No,Two year,No,Credit card,21.58,625.82,No
CUST00712,Male,0,Yes,Yes,41,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer,34.73,1423.93,Yes
CUST00713,Female,0,No,No,56,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card,87.5,4900.0,No
CUST00714,Female,0,No,No,16,No,No,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.74,827.84,No
CUST00715,Female,1,No,No,12,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,111.91,1342.92,Yes
CUST00716,Male,0,Yes,Yes,66,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,98.65,6510.9,Yes
CUST00717,Female,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,107.5,6665.0,Yes
CUST00718,Female,0,No,No,19,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,39.29,746.51,Yes
CUST00719,Female,0,No,Yes,30,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,35.07,1052.1,Yes
CUST00720,Female,0,No,Yes,16,No,No,No,No,No,No internet service,No internet service,No,No,One year,Yes,Credit card,113.19,1811.04,No
CUST00721,Male,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Credit card,60.42,785.46,No
CUST00722,Female,1,Yes,Yes,69,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card,61.57,4248.33,No
CUST00723,Male,1,No,Yes,23,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,88.46,2034.58,No
CUST00724,Male,0,Yes,No,62,No,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,One year,No,Electronic check,59.75,3704.5,Yes
CUST00725,Male,0,No,No,31,No,No,No,No internet service,Yes,Yes,Yes,No,No,Two year,No,Electronic check,107.52,3333.12,Yes
CUST00726,Male,0,Yes,No,53,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer,115.91,6143.23,No
CUST00727,Male,0,No,No,17,No,No phone service,No,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,53.25,905.25,No
CUST00728,Male,0,No,No,49,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,40.81,1999.69,Yes
CUST00729,Female,0,Yes,Yes,49,No,No phone service,No,Yes,No,No,No,No,No,One year,No,Credit card,27.53,1348.97,Yes
CUST00730,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer,41.44,2776.48,No
CUST00731,Male,0,No,Yes,26,No,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,No,Credit card,33.94,882.44,No
CUST00732,Male,0,Yes,No,13,Yes,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card,22.91,297.83,No
CUST00733,Female,1,No,Yes,38,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,24.67,937.46,No
CUST00734,Female,0,Yes,Yes,22,No,No phone service,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,70.94,1560.68,No
CUST00735,Male,0,No,Yes,29,No,Yes,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Credit card,90.78,2632.62,Yes
CUST00736,Female,0,No,No,45,No,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,118.33,5324.85,No
CUST00737,Male,0,No,Yes,46,No,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card,35.57,1636.22,Yes
CUST00738,Male,0,No,Yes,39,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,No,Bank transfer,89.82,3502.98,No
CUST00739,Female,0,No,No,69,Yes,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Two year,No,Bank transfer,75.4,5202.6,No
CUST00740,Male,0,No,No,68,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,67.81,4611.08,Yes
CUST00741,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,92.18,3595.02,No
CUST00742,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,43.87,877.4,No
CUST00743,Male,0,Yes,Yes,68,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,51.13,3476.84,Yes
CUST00744,Male,0,Yes,No,35,Yes,Yes,No,Yes,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer,58.46,2046.1,No
CUST00745,Female,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,38.24,305.92,No
CUST00746,Male,0,No,Yes,52,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card,67.86,3528.72,Yes
CUST00747,Male,0,No,No,40,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Bank transfer,33.19,1327.6,Yes
CUST00748,Male,0,No,No,36,No,No,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,51.81,1865.16,Yes
CUST00749,Female,1,Yes,No,6,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,31.32,187.92,Yes
CUST00750,Female,0,Yes,No,70,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Electronic check,23.59,1651.3,No
CUST00751,Male,0,Yes,Yes,16,No,No,No,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,55.52,888.32,No
CUST00752,Female,0,Yes,No,46,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card,81.76,3760.96,No
CUST00753,Female,0,Yes,Yes,59,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,35.19,2076.21,No
CUST00754,Female,0,No,Yes,38,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,119.35,4535.3,No
CUST00755,Female,0,Yes,Yes,18,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No,One year,No,Mailed check,47.43,853.74,No
CUST00756,Female,1,No,No,12,No,No,Fiber optic,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,22.27,267.24,Yes
CUST00757,Male,0,No,Yes,54,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,22.8,1231.2,No
CUST00758,Male,0,No,Yes,47,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,86.66,4073.02,No
CUST00759,Male,0,Yes,No,1,No,No,DSL,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,86.99,86.99,Yes
CUST00760,Female,0,Yes,Yes,15,No,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,110.27,1654.05,Yes
CUST00761,Female,1,No,Yes,21,Yes,Yes,No,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,29.08,610.68,No
CUST00762,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,One year,No,Mailed check,57.64,57.64,Yes
CUST00763,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card,108.93,7298.31,No
CUST00764,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,99.77,1197.24,No
CUST00765,Male,0,No,Yes,28,No,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,43.34,1213.52,No
CUST00766,Male,0,No,Yes,39,No,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Electronic check,109.0,4251.0,No
CUST00767,Female,0,No,No,37,No,Yes,No,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,88.08,3258.96,No
CUST00768,Female,1,No,No,60,No,No phone service,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,46.43,2785.8,Yes
CUST00769,Male,1,Yes,No,31,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,One year,No,Credit card,24.48,758.88,No
CUST00770,Male,0,No,Yes,58,No,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,69.74,4044.92,No
CUST00771,Male,1,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card,91.31,1004.41,Yes
CUST00772,Male,0,Yes,Yes,29,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,46.86,1358.94,No
CUST00773,Female,0,No,Yes,13,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,36.87,479.31,Yes
CUST00774,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Mailed check,27.53,1404.03,No
CUST00775,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,104.2,5626.8,Yes
CUST00776,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,No,Bank transfer,25.47,483.93,No
CUST00777,Female,0,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No,One year,Yes,Electronic check,80.94,4694.52,Yes
CUST00778,Female,0,No,No,36,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Two year,No,Credit card,96.32,3467.52,No
CUST00779,Male,0,No,No,28,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,No internet service,Two year,No,Credit card,98.05,2745.4,No
CUST00780,Male,0,Yes,Yes,68,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.37,5805.16,Yes
CUST00781,Male,0,Yes,No,3,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Electronic check,85.28,255.84,No
CUST00782,Female,0,No,No,41,No,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,67.41,2763.81,No
CUST00783,Female,0,No,No,35,No,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,61.67,2158.45,No
CUST00784,Female,0,No,Yes,50,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No,One year,Yes,Bank transfer,33.74,1687.0,Yes
CUST00785,Male,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,No,Bank transfer,73.54,2206.2,Yes
CUST00786,Male,1,No,Yes,72,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,27.1,1951.2,Yes
CUST00787,Female,0,No,No,70,No,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,66.82,4677.4,Yes
CUST00788,Female,0,No,Yes,54,No,No,DSL,No,No internet service,No,No,No,No,Two year,Yes,Bank transfer,93.09,5026.86,No
